,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab
389,82964c6d5a54b35f.jpg,0,0,0,0,0,1
390,82977b4abd5b602a.jpg,0,1,0,0,0,0
391,8297a410aeff335a.jpg,0,0,0,0,0,1
392,8299723bc94df5a8.jpg,0,0,0,1,0,0
393,829a171f2d71c3e5.jpg,0,0,0,1,0,0
394,82a51a4b035f35fe.jpg,0,0,0,0,1,0
395,82a553db6d946e89.jpg,0,1,0,0,0,0
396,82aa784781369ff5.jpg,0,0,0,0,0,1
397,82aa92f365da31f2.jpg,0,0,0,0,1,0
398,82ac2520151ffb7f.jpg,0,0,1,0,0,0
399,82ad04966efe689d.jpg,0,1,0,0,0,1
400,82add70df6ab2854.jpg,0,0,0,0,1,0
401,82ae4a185ebdf14b.jpg,0,0,0,0,0,1
402,82ae73f0d9511c97.jpg,0,0,0,0,0,1
403,82aeb5e4582fb2aa.jpg,0,0,1,0,0,0
404,82b077dae06cab17.jpg,0,0,1,0,0,0
405,82b0bf43b916eb38.jpg,0,0,0,0,0,1
406,82b190dddbdb882d.jpg,0,0,0,1,0,0
407,82b4b4c47c2e92bf.jpg,1,0,0,0,0,0
408,82b632b2d96b496e.jpg,0,0,1,0,0,0
409,82b6f2f81183b19f.jpg,0,0,0,0,0,1
410,82ba3e933947b097.jpg,1,0,0,0,1,0
411,82bbf6da10e42d2d.jpg,0,0,0,0,0,1
412,82bc7fc83f52e448.jpg,0,0,0,0,0,1
413,82c13fd0b41f78f8.jpg,0,0,0,1,0,0
414,82c232bae9b36ccd.jpg,0,0,0,1,0,0
415,82c3830f3bd2d1db.jpg,1,0,0,1,0,0
416,82c4ac38f86a3d7e.jpg,0,0,0,0,0,1
417,82c68b8f671a9ed2.jpg,1,0,0,0,0,0
418,82c6a1c4de8f58bd.jpg,0,0,1,0,0,0
419,82c8749539643fee.jpg,1,0,0,0,0,0
420,82c9939dd9c3e549.jpg,0,0,1,0,0,0
421,82c9deec3e39d8c0.jpg,0,0,0,1,0,0
422,82ceb4103fb54bf8.jpg,0,0,0,0,0,1
423,82cf0fc4458cfd78.jpg,0,0,0,0,0,1
424,82d0dd9cb978e558.jpg,1,0,0,0,0,0
425,82d1f812afcbda13.jpg,0,0,0,1,0,0
426,82d2b5c148cd6aef.jpg,0,1,0,0,0,0
427,82d374898fc57d70.jpg,0,0,0,0,0,1
428,82d73f0b98618fd2.jpg,0,0,0,0,0,1
429,82db97c102e8cf9d.jpg,0,0,1,0,0,0
430,82dc2fe996bd420b.jpg,0,0,1,0,0,0
431,82debbead50ab814.jpg,0,0,0,0,0,1
432,82e654c77f662196.jpg,0,0,0,0,0,1
433,82e72ec6feccc288.jpg,0,0,0,0,0,1
434,82e73390fe15c11f.jpg,0,0,0,0,0,1
435,82e7979718e961a5.jpg,0,0,0,1,0,0
436,82ea0cf1e50f7a8b.jpg,0,1,0,0,0,0
437,82ec9b372f852f18.jpg,0,0,1,0,0,0
438,82ed3df137424aa6.jpg,0,0,0,1,0,0
439,82ee15ccbc7470cb.jpg,0,0,1,0,0,0
440,82f49a4a7b9585f1.jpg,0,0,0,0,1,0
441,82f4e39e8bbc3c50.jpg,0,0,0,0,0,1
442,82f535ab5a31a5ca.jpg,0,0,0,0,1,0
443,82f827917eb230db.jpg,0,0,0,0,0,1
444,82f90ba95b94a3ea.jpg,0,0,0,0,0,1
445,82fb3ecab8e0b08d.jpg,1,0,0,0,0,0
446,82fbc0aac897d785.jpg,0,0,0,0,0,1
447,82fc37c398513727.jpg,0,0,1,0,0,0
448,82fce728ce7078b1.jpg,0,1,0,0,0,0
449,82fd26291f4b4d4b.jpg,0,1,0,0,0,1
450,82ff47b955d07490.jpg,0,0,0,0,0,1
451,83099a75b92a72af.jpg,0,0,1,0,0,0
452,830f26cc6d3cd13e.jpg,0,0,0,0,1,0
453,831436bf0e15e5e9.jpg,0,1,0,0,0,0
454,831a34829dce73f3.jpg,0,0,0,1,0,0
455,831abdc76c05e23d.jpg,0,0,0,0,1,0
456,831b6f89dba6130e.jpg,0,0,0,0,0,1
457,83217f38e476ce52.jpg,0,0,0,1,0,0
458,83252f94f4d1d58d.jpg,0,1,0,0,0,0
459,83276333acf27d90.jpg,0,0,0,0,0,1
460,832d2ee485c5ff11.jpg,0,1,0,0,0,0
461,832f7e641ec74474.jpg,0,1,0,0,0,0
462,833192de6e1f2587.jpg,0,0,1,0,0,0
463,8331947e0f0d279f.jpg,0,0,0,0,0,1
464,8331a17fb86a156b.jpg,0,0,0,0,0,1
465,8335e5c34fc217b8.jpg,0,1,0,0,0,0
466,833857d06e6991f6.jpg,0,0,1,0,0,0
467,833857eaa14738e7.jpg,0,0,0,0,0,1
468,8338c71c78437ee5.jpg,0,0,0,1,0,0
